lat,long,signal
37.459751,-110.601408,-112
37.641773,-110.719634,-112
37.641504,-110.719816,-112
37.641235,-110.719997,-112
38.825086,-111.145042,-112
38.823944,-111.146959,-112
38.777066,-111.92833,-112
38.682416,-111.85043,-112
38.682159,-111.850245,-112
38.681893,-111.850082,-112
38.681619,-111.849938,-112
38.681343,-111.849804,-112
38.681064,-111.849673,-112
38.680787,-111.849538,-112
38.680512,-111.849395,-112
38.680243,-111.849236,-112
38.679979,-111.849058,-112
38.679725,-111.84886,-112
38.679479,-111.848644,-112
38.679241,-111.848413,-112
38.679241,-111.848413,-112
37.745002,-111.454665,-112
37.748577,-111.456263,-112
37.748723,-111.456309,-112
37.749023,-111.456389,-112
37.749174,-111.456432,-112
37.749326,-111.45648,-112
37.749477,-111.456536,-112
37.749626,-111.456605,-112
37.748163,-111.492183,-112
37.748059,-111.492515,-112
37.747949,-111.492845,-112
37.747835,-111.493175,-112
37.722768,-111.779532,-112
37.72256,-111.779704,-112
37.722346,-111.779863,-112
37.552626,-112.276727,-112
37.552509,-112.276825,-112
37.551711,-112.277512,-112
37.548079,-112.279171,-112
38.564339,-111.848319,-112
38.565248,-111.846543,-112
39.780371,-111.69055,-112
39.780424,-111.690574,-112
39.780474,-111.690615,-112
39.780801,-111.691112,-112
39.780865,-111.691155,-112
39.780934,-111.691177,-112
41.776655,-111.186919,-111
41.817057,-113.31992,-111
41.817058,-113.320241,-111
41.817057,-113.320563,-111
41.442163,-113.693678,-111
41.442075,-113.694035,-111
41.441997,-113.694397,-111
40.757826,-110.880318,-111
40.757606,-110.880287,-111
40.757385,-110.880255,-111
40.756483,-110.880036,-111
40.756261,-110.879935,-111
40.756045,-110.879814,-111
40.755836,-110.879675,-111
40.755632,-110.879523,-111
40.755433,-110.87936,-111
40.755236,-110.879192,-111
40.75504,-110.879022,-111
40.754844,-110.878855,-111
40.754646,-110.878695,-111
40.453367,-110.883017,-111
40.453267,-110.882441,-111
40.45318,-110.880645,-111
39.951821,-111.272683,-111
39.951884,-111.272329,-111
39.951967,-111.271983,-111
39.95207,-111.271646,-111
39.934369,-111.120343,-111
39.934437,-111.119992,-111
39.934489,-111.119636,-111
38.657491,-109.423785,-111
38.657678,-109.423609,-111
37.054052,-110.087982,-111
37.300517,-109.455769,-111
37.300567,-109.455438,-111
37.532333,-109.725245,-111
37.532379,-109.725617,-111
37.532437,-109.725986,-111
37.532772,-109.727412,-111
37.53288,-109.727751,-111
37.532997,-109.728083,-111
37.533122,-109.728406,-111
37.533251,-109.728724,-111
37.533381,-109.729039,-111
37.533512,-109.729351,-111
37.533642,-109.729664,-111
37.533773,-109.729976,-111
37.533903,-109.730288,-111
37.534034,-109.730599,-111
37.534164,-109.730911,-111
37.541676,-109.974248,-111
37.541771,-109.974621,-111
37.541871,-109.974993,-111
37.54219,-109.976102,-111
37.562359,-110.018885,-111
37.562257,-110.018909,-111
37.56215,-110.018943,-111
37.56204,-110.018995,-111
37.56193,-110.019069,-111
37.561824,-110.019166,-111
37.561723,-110.019285,-111
37.561626,-110.019423,-111
37.561528,-110.019573,-111
37.418535,-110.35597,-111
37.418376,-110.356219,-111
37.418216,-110.356468,-111
37.426145,-110.511075,-111
37.426267,-110.511366,-111
37.426379,-110.511669,-111
37.426481,-110.511984,-111
37.42657,-110.51231,-111
37.426647,-110.512647,-111
37.438676,-110.538812,-111
37.438829,-110.53915,-111
37.43898,-110.539486,-111
37.459744,-110.600893,-111
37.459767,-110.601659,-111
37.459797,-110.601907,-111
37.459842,-110.602153,-111
37.459906,-110.602394,-111
37.459987,-110.602623,-111
37.46008,-110.60284,-111
37.460177,-110.60305,-111
37.460272,-110.603256,-111
37.46036,-110.603462,-111
37.460437,-110.603674,-111
37.4605,-110.603896,-111
37.460546,-110.604129,-111
37.460575,-110.604373,-111
37.460591,-110.604625,-111
37.460602,-110.604879,-111
37.460612,-110.605131,-111
37.460631,-110.605379,-111
37.460665,-110.605625,-111
37.460716,-110.605869,-111
37.460788,-110.606107,-111
37.460881,-110.606337,-111
37.460991,-110.606553,-111
37.461117,-110.606751,-111
37.461117,-110.606751,-111
37.46139,-110.607114,-111
37.461527,-110.607288,-111
37.46166,-110.607462,-111
37.46166,-110.607462,-111
37.461908,-110.607832,-111
37.462022,-110.608031,-111
37.462126,-110.60824,-111
37.462222,-110.608458,-111
37.462307,-110.608683,-111
37.462383,-110.608916,-111
37.462449,-110.609153,-111
37.462504,-110.609395,-111
37.462547,-110.609643,-111
37.46258,-110.609899,-111
37.46258,-110.609899,-111
38.82469,-111.145656,-111
38.824498,-111.145973,-111
38.776774,-111.928377,-111
38.014949,-111.357526,-111
38.01477,-111.357649,-111
38.014597,-111.357781,-111
38.014436,-111.357926,-111
37.744844,-111.454709,-111
37.745603,-111.454357,-111
37.745757,-111.454282,-111
37.747897,-111.455828,-111
37.748022,-111.455952,-111
37.748154,-111.456055,-111
37.748292,-111.456139,-111
37.727296,-111.770909,-111
37.722768,-111.779532,-111
37.602881,-111.965113,-111
37.602715,-111.966031,-111
37.602089,-111.967707,-111
37.601805,-111.968257,-111
37.553104,-112.27633,-111
37.549198,-112.278841,-111
37.548503,-112.279048,-111
37.544887,-112.280122,-111
37.544753,-112.28016,-111
37.744017,-112.310055,-111
37.744092,-112.310295,-111
37.744177,-112.310534,-111
38.550387,-112.268713,-111
38.5651,-111.846831,-111
38.750735,-111.38947,-111
38.750957,-111.389308,-111
38.751178,-111.389146,-111
39.780609,-111.690817,-111
39.780652,-111.690897,-111
39.780695,-111.690977,-111
39.938526,-111.638797,-111
38.771066,-111.927721,-111
37.654743,-112.710901,-111
37.654838,-112.712401,-111
37.657282,-112.750741,-111
37.657094,-112.750911,-111
37.654574,-112.758342,-111
37.262026,-112.771329,-111
37.261927,-112.771151,-111
37.261825,-112.770979,-111
37.013691,-111.58616,-111
37.013463,-111.585911,-111
37.013236,-111.585663,-111
39.946052,-112.134627,-111
41.379959,-111.781079,-110
41.776701,-111.187295,-110
41.816579,-111.276007,-110
41.817058,-113.318647,-110
41.63123,-113.558282,-110
41.630957,-113.55838,-110
41.629318,-113.558957,-110
41.629045,-113.559053,-110
41.628771,-113.559149,-110
41.444385,-113.687601,-110
41.444259,-113.687937,-110
41.444132,-113.688273,-110
41.444006,-113.688608,-110
41.443878,-113.688943,-110
41.44375,-113.689277,-110
41.003259,-111.049875,-110
41.003345,-111.049759,-110
40.792667,-110.884505,-110
40.787845,-110.885945,-110
40.758485,-110.880462,-110
40.758267,-110.880397,-110
40.758047,-110.880352,-110
40.757162,-110.880222,-110
40.756936,-110.880179,-110
40.756709,-110.880117,-110
40.581154,-111.048013,-110
40.485652,-111.033593,-110
40.485478,-111.033493,-110
40.485308,-111.03338,-110
40.453234,-110.882148,-110
40.453191,-110.881251,-110
40.352231,-110.711287,-110
40.352034,-110.710826,-110
40.351936,-110.710593,-110
40.198466,-110.967854,-110
40.198755,-110.967977,-110
40.199045,-110.968095,-110
40.199335,-110.968211,-110
40.199625,-110.968325,-110
40.199914,-110.968438,-110
40.200202,-110.968552,-110
40.200488,-110.968667,-110
40.200773,-110.968783,-110
40.201054,-110.968902,-110
40.201332,-110.969028,-110
40.201604,-110.969165,-110
40.201872,-110.969316,-110
40.202135,-110.969479,-110
40.202393,-110.969659,-110
40.202393,-110.969659,-110
39.952191,-111.271318,-110
39.934128,-111.121387,-110
39.934209,-111.121039,-110
39.934291,-111.120691,-110
38.657716,-109.423524,-110
38.657745,-109.423433,-110
38.65777,-109.423339,-110
38.527038,-109.655336,-110
38.237713,-109.379559,-110
38.237428,-109.379471,-110
38.235398,-109.378838,-110
38.234825,-109.378661,-110
38.234542,-109.378573,-110
38.234261,-109.378486,-110
38.234261,-109.378486,-110
38.233706,-109.378315,-110
38.233431,-109.378229,-110
37.056222,-110.312118,-110
37.055563,-110.312561,-110
37.055343,-110.312709,-110
37.055124,-110.312857,-110
37.054905,-110.313004,-110
37.054686,-110.313151,-110
37.054467,-110.313298,-110
37.054248,-110.313444,-110
37.054031,-110.313588,-110
37.053816,-110.313731,-110
37.053603,-110.313872,-110
37.053392,-110.314012,-110
37.053182,-110.31415,-110
37.052975,-110.314286,-110
37.052771,-110.314422,-110
37.052771,-110.314422,-110
37.054692,-110.087457,-110
37.532506,-109.726351,-110
37.532584,-109.726711,-110
37.532673,-109.727065,-110
37.615842,-110.001137,-110
37.598056,-110.012372,-110
37.591068,-109.999844,-110
37.595285,-109.928387,-110
37.59521,-109.928146,-110
37.595134,-109.927904,-110
37.564108,-109.928602,-110
37.563846,-109.928787,-110
37.563586,-109.928971,-110
37.540995,-109.97086,-110
37.541055,-109.971241,-110
37.54112,-109.971621,-110
37.541189,-109.971999,-110
37.54126,-109.972377,-110
37.541335,-109.972753,-110
37.405316,-110.448514,-110
37.459745,-110.601153,-110
37.466703,-110.620294,-110
37.466714,-110.620537,-110
37.466711,-110.620783,-110
37.466693,-110.621031,-110
37.46666,-110.621279,-110
37.466613,-110.621527,-110
37.466613,-110.621527,-110
37.622262,-110.721229,-110
37.621947,-110.721183,-110
37.621633,-110.721138,-110
37.621321,-110.721093,-110
37.621011,-110.721048,-110
37.620702,-110.721001,-110
37.620395,-110.720955,-110
37.620088,-110.720911,-110
37.619781,-110.720867,-110
37.619474,-110.720824,-110
37.619168,-110.72078,-110
37.618863,-110.720734,-110
37.618863,-110.720734,-110
37.579389,-110.714717,-110
37.579104,-110.714595,-110
37.57882,-110.714462,-110
38.645688,-110.64602,-110
38.847115,-110.895044,-110
38.824886,-111.145346,-110
38.824312,-111.146297,-110
38.824128,-111.146627,-110
38.77619,-111.928398,-110
38.763747,-111.927882,-110
38.722662,-111.907971,-110
38.722394,-111.907809,-110
38.722129,-111.907638,-110
38.687246,-111.857534,-110
38.365589,-110.903346,-110
38.166553,-111.337685,-110
38.166402,-111.337496,-110
38.166236,-111.337332,-110
38.166055,-111.337193,-110
38.165865,-111.337071,-110
38.01429,-111.358083,-110
38.014154,-111.358257,-110
38.014027,-111.358447,-110
38.013907,-111.358653,-110
38.013793,-111.358865,-110
38.013682,-111.359077,-110
38.013573,-111.359287,-110
38.013466,-111.359494,-110
38.01336,-111.3597,-110
38.013257,-111.359905,-110
38.013161,-111.360112,-110
38.013076,-111.360323,-110
38.013006,-111.36054,-110
38.012951,-111.360768,-110
38.012913,-111.361008,-110
38.012895,-111.361254,-110
38.012893,-111.361501,-110
38.012897,-111.361749,-110
38.012903,-111.362002,-110
38.012911,-111.36226,-110
38.01292,-111.362518,-110
38.012929,-111.362777,-110
38.012938,-111.363036,-110
38.012945,-111.363296,-110
38.012946,-111.363556,-110
38.012932,-111.363815,-110
38.010206,-111.379551,-110
38.01025,-111.379781,-110
38.010294,-111.380013,-110
37.833257,-111.415971,-110
37.83307,-111.415886,-110
37.832879,-111.4158,-110
37.832879,-111.4158,-110
37.832683,-111.415714,-110
37.832483,-111.41563,-110
37.832283,-111.415547,-110
37.832084,-111.415464,-110
37.831891,-111.415383,-110
37.831707,-111.415304,-110
37.831531,-111.415222,-110
37.831363,-111.415138,-110
37.831202,-111.41505,-110
37.831048,-111.414957,-110
37.830901,-111.414861,-110
37.83076,-111.414761,-110
37.830624,-111.414656,-110
37.83049,-111.414544,-110
37.830359,-111.414424,-110
37.830228,-111.414293,-110
37.830092,-111.414153,-110
37.82995,-111.414005,-110
37.829801,-111.413853,-110
37.829646,-111.413699,-110
37.829488,-111.413545,-110
37.829328,-111.413391,-110
37.829165,-111.413238,-110
37.829,-111.413085,-110
37.828834,-111.412933,-110
37.828666,-111.41278,-110
37.828496,-111.412629,-110
37.82832,-111.412483,-110
37.828139,-111.412342,-110
37.827951,-111.412208,-110
37.827759,-111.412081,-110
37.827566,-111.411962,-110
37.827372,-111.41185,-110
37.827179,-111.411747,-110
37.826988,-111.411651,-110
37.826798,-111.411563,-110
37.826607,-111.411484,-110
37.826418,-111.411413,-110
37.826418,-111.411413,-110
37.744512,-111.454739,-110
37.737102,-111.509375,-110
37.727827,-111.768807,-110
37.727208,-111.77125,-110
37.723347,-111.778957,-110
37.72316,-111.779159,-110
37.722968,-111.779351,-110
37.602223,-111.967433,-110
37.601507,-111.968819,-110
37.601354,-111.969103,-110
37.601201,-111.969387,-110
37.601048,-111.969671,-110
37.600896,-111.969954,-110
37.600746,-111.970236,-110
37.600596,-111.970516,-110
37.600448,-111.970794,-110
37.6003,-111.971071,-110
37.600151,-111.97135,-110
37.600002,-111.971628,-110
37.599855,-111.971906,-110
37.599708,-111.972181,-110
37.599563,-111.972452,-110
37.599418,-111.972718,-110
37.599276,-111.972981,-110
37.599136,-111.973241,-110
37.598996,-111.9735,-110
37.598857,-111.973758,-110
37.598719,-111.974017,-110
37.598582,-111.974272,-110
37.598582,-111.974272,-110
37.577434,-112.264359,-110
37.577357,-112.264459,-110
37.55365,-112.275866,-110
37.553549,-112.275953,-110
37.553335,-112.276137,-110
37.552984,-112.276429,-110
37.552864,-112.276528,-110
37.550272,-112.278508,-110
37.550176,-112.278547,-110
37.550081,-112.278582,-110
37.549985,-112.278613,-110
37.549883,-112.278645,-110
37.549776,-112.278676,-110
37.549665,-112.278707,-110
37.549552,-112.278738,-110
37.549436,-112.278772,-110
38.564184,-111.848623,-110
38.564646,-111.847714,-110
38.564798,-111.847416,-110
38.56495,-111.847122,-110
38.578049,-111.486642,-110
38.578112,-111.486516,-110
38.57818,-111.486383,-110
38.578252,-111.486241,-110
38.578328,-111.486091,-110
38.578407,-111.485932,-110
38.57849,-111.485766,-110
38.578576,-111.485593,-110
38.578576,-111.485593,-110
38.594008,-111.47047,-110
38.594429,-111.470224,-110
39.951814,-111.27374,-110
39.992491,-111.497377,-110
39.763449,-111.709201,-110
39.76354,-111.709131,-110
39.763632,-111.709058,-110
39.763725,-111.708982,-110
39.76382,-111.708904,-110
39.76382,-111.708904,-110
39.763916,-111.708821,-110
39.764013,-111.708737,-110
39.764111,-111.708651,-110
39.764212,-111.708562,-110
39.764315,-111.708473,-110
39.764419,-111.708382,-110
39.764524,-111.708288,-110
39.764524,-111.708288,-110
39.780522,-111.690672,-110
39.780566,-111.690741,-110
39.780745,-111.691051,-110
39.944041,-111.679004,-110
39.943963,-111.679017,-110
39.94389,-111.679008,-110
39.93877,-111.639042,-110
39.93844,-111.638715,-110
39.93835,-111.638631,-110
39.938258,-111.638547,-110
39.938161,-111.638464,-110
39.938061,-111.638381,-110
39.937959,-111.638297,-110
39.937856,-111.638213,-110
39.937751,-111.638125,-110
39.937648,-111.638033,-110
39.937648,-111.638033,-110
39.661564,-112.100094,-110
39.66158,-112.100356,-110
39.149203,-112.063993,-110
39.148921,-112.063869,-110
39.148638,-112.063749,-110
39.148638,-112.063749,-110
39.148352,-112.063635,-110
39.148064,-112.063528,-110
39.148064,-112.063528,-110
39.14748,-112.063338,-110
39.147183,-112.063254,-110
39.124686,-112.052759,-110
39.124431,-112.052559,-110
38.770704,-111.927769,-110
38.264528,-112.547829,-110
38.264336,-112.547742,-110
38.264144,-112.547655,-110
38.263952,-112.547569,-110
38.263952,-112.547569,-110
38.263952,-112.547569,-110
38.263952,-112.547569,-110
38.26357,-112.547399,-110
38.263378,-112.547314,-110
38.263187,-112.547229,-110
38.262995,-112.547143,-110
38.262803,-112.547059,-110
38.262611,-112.546973,-110
38.262419,-112.546887,-110
38.262228,-112.546801,-110
38.262039,-112.546717,-110
38.261853,-112.546635,-110
38.261669,-112.546555,-110
38.261489,-112.546472,-110
38.261313,-112.546382,-110
38.261139,-112.546285,-110
38.260969,-112.546178,-110
38.260802,-112.546063,-110
38.260639,-112.54594,-110
38.260639,-112.54594,-110
38.263947,-112.547548,-110
38.264151,-112.54764,-110
38.265369,-112.548184,-110
38.266178,-112.548553,-110
37.654585,-112.705882,-110
37.654683,-112.710311,-110
37.654791,-112.711501,-110
37.65405,-112.757202,-110
37.654195,-112.7577,-110
37.654704,-112.758549,-110
37.654818,-112.758768,-110
37.269656,-112.940212,-110
37.269788,-112.9401,-110
37.269923,-112.939999,-110
37.270062,-112.939908,-110
37.270204,-112.939826,-110
37.270348,-112.93975,-110
37.270493,-112.939676,-110
37.270634,-112.939604,-110
37.270772,-112.939536,-110
37.270905,-112.939475,-110
37.271034,-112.939422,-110
37.271034,-112.939422,-110
37.256494,-112.953814,-110
37.256292,-112.953914,-110
37.256187,-112.953971,-110
38.870644,-113.999453,-110
38.870462,-113.999192,-110
38.870284,-113.998943,-110
38.870103,-113.998709,-110
38.869908,-113.998492,-110
38.869698,-113.998295,-110
38.869474,-113.998121,-110
38.869238,-113.997972,-110
38.86899,-113.997849,-110
38.86899,-113.997849,-110
38.725888,-113.932114,-110
38.725746,-113.931787,-110
38.725603,-113.931457,-110
38.72546,-113.931125,-110
38.725317,-113.93079,-110
38.725172,-113.930454,-110
38.725027,-113.930115,-110
38.724881,-113.929778,-110
38.724733,-113.929441,-110
38.724583,-113.929105,-110
38.724583,-113.929105,-110
39.975591,-111.846205,-110
40.439256,-111.622638,-109
41.22953,-111.084684,-109
41.230036,-111.084181,-109
41.230291,-111.083934,-109
41.230547,-111.083689,-109
41.230804,-111.083445,-109
41.231061,-111.083202,-109
41.231317,-111.082958,-109
41.231574,-111.082714,-109
41.23183,-111.082469,-109
41.379925,-111.781065,-109
41.38027,-111.781407,-109
41.378956,-111.784036,-109
41.378913,-111.784183,-109
41.378877,-111.784334,-109
41.776746,-111.187671,-109
41.776792,-111.188047,-109
41.777037,-111.189933,-109
41.77709,-111.190309,-109
41.777148,-111.190683,-109
41.782733,-111.203112,-109
41.808582,-111.25968,-109
41.816427,-111.275775,-109
41.767477,-113.506079,-109
41.767287,-113.506359,-109
41.767096,-113.506638,-109
41.766907,-113.506918,-109
41.766718,-113.507198,-109
41.76653,-113.507478,-109
41.736406,-113.52095,-109
41.736134,-113.521048,-109
41.735863,-113.521146,-109
41.726571,-113.524449,-109
41.726298,-113.524546,-109
41.726025,-113.524642,-109
41.630684,-113.558477,-109
41.630411,-113.558574,-109
41.630138,-113.55867,-109
41.629865,-113.558765,-109
41.629591,-113.558861,-109
41.628498,-113.559245,-109
41.628225,-113.55934,-109
41.627952,-113.559437,-109
41.627679,-113.559535,-109
41.627406,-113.559633,-109
41.627134,-113.559731,-109
41.626862,-113.559827,-109
41.62659,-113.559923,-109
41.626317,-113.56002,-109
41.626046,-113.560116,-109
41.625774,-113.560213,-109
41.625503,-113.560307,-109
41.625231,-113.560401,-109
41.624959,-113.560495,-109
41.624687,-113.560589,-109
41.624414,-113.560683,-109
41.624141,-113.56078,-109
41.623868,-113.560877,-109
41.623594,-113.560975,-109
41.623319,-113.561072,-109
41.623045,-113.561169,-109
41.622769,-113.561267,-109
41.622494,-113.561366,-109
41.622219,-113.561464,-109
41.621944,-113.561562,-109
41.621669,-113.561658,-109
41.621394,-113.561755,-109
41.621119,-113.561854,-109
41.620844,-113.561953,-109
41.62057,-113.562053,-109
41.620296,-113.562152,-109
41.620022,-113.56225,-109
41.619747,-113.562347,-109
41.619473,-113.562444,-109
41.44193,-113.694762,-109
41.441873,-113.69513,-109
41.441822,-113.6955,-109
41.44178,-113.695871,-109
41.441741,-113.696241,-109
41.441702,-113.696611,-109
41.003097,-111.050092,-109
41.003433,-111.049643,-109
41.003523,-111.049529,-109
41.003616,-111.049422,-109
41.00371,-111.049319,-109
41.003804,-111.049215,-109
41.0039,-111.049109,-109
41.003998,-111.049001,-109
41.004102,-111.048888,-109
41.004214,-111.04877,-109
41.004333,-111.048645,-109
41.004458,-111.048513,-109
41.004589,-111.048373,-109
41.004723,-111.048227,-109
41.004723,-111.048227,-109
41.006872,-111.046973,-109
41.007097,-111.046972,-109
41.007324,-111.046973,-109
41.007552,-111.046977,-109
41.007779,-111.046982,-109
41.008003,-111.046985,-109
41.008219,-111.046979,-109
41.008417,-111.046959,-109
41.008587,-111.046908,-109
41.008719,-111.046825,-109
41.008719,-111.046825,-109
41.009105,-111.045627,-109
41.009105,-111.045627,-109
41.009104,-111.045628,-109
40.925181,-110.828124,-109
40.924917,-110.828057,-109
40.924653,-110.827991,-109
40.803535,-110.879935,-109
40.80329,-110.880078,-109
40.803046,-110.880221,-109
40.788104,-110.885867,-109
40.75912,-110.880775,-109
40.758911,-110.880653,-109
40.758699,-110.880548,-109
40.741315,-110.870866,-109
40.741084,-110.870754,-109
40.740855,-110.87064,-109
40.536268,-111.099337,-109
40.485142,-111.03326,-109
40.484973,-111.033142,-109
40.484801,-111.033034,-109
40.453212,-110.881852,-109
40.453199,-110.881552,-109
40.453173,-110.880342,-109
40.453167,-110.880039,-109
40.45316,-110.879735,-109
40.453152,-110.879429,-109
40.453145,-110.879123,-109
40.453137,-110.878814,-109
40.453131,-110.878504,-109
40.453124,-110.878192,-109
40.453119,-110.877879,-109
40.453119,-110.877879,-109
40.455228,-110.856795,-109
40.455361,-110.856633,-109
40.455492,-110.85647,-109
40.351837,-110.710359,-109
40.351738,-110.710123,-109
40.35164,-110.709887,-109
40.197897,-110.967583,-109
40.19818,-110.967724,-109
39.95917,-111.303401,-109
39.951776,-111.273041,-109
39.951821,-111.272683,-109
39.952482,-111.2707,-109
39.952651,-111.270413,-109
39.937761,-111.198978,-109
39.937516,-111.198984,-109
39.934029,-111.127855,-109
39.933969,-111.127502,-109
39.933921,-111.127145,-109
39.934521,-111.119277,-109
39.934531,-111.118916,-109
39.93452,-111.118555,-109
40.086337,-110.496383,-109
40.086538,-110.496249,-109
40.086736,-110.496109,-109
40.086931,-110.495966,-109
40.087124,-110.495819,-109
40.087313,-110.495666,-109
40.087499,-110.495509,-109
40.08768,-110.495347,-109
40.089333,-110.493476,-109
40.089481,-110.493267,-109
40.089626,-110.493053,-109
40.089766,-110.492836,-109
40.0899,-110.492615,-109
40.090031,-110.492391,-109
40.09016,-110.492161,-109
40.090288,-110.491925,-109
40.090414,-110.491684,-109
40.090898,-110.490686,-109
40.094929,-110.485649,-109
40.095125,-110.485471,-109
40.095321,-110.485294,-109
40.095514,-110.485118,-109
40.095706,-110.484942,-109
40.095896,-110.484767,-109
40.096087,-110.484591,-109
40.101542,-110.476507,-109
40.101721,-110.476275,-109
40.107918,-110.465531,-109
38.768397,-109.321166,-109
38.651217,-109.422225,-109
38.651301,-109.422335,-109
38.651383,-109.422447,-109
38.657407,-109.423801,-109
38.657629,-109.423685,-109
38.54949,-109.631418,-109
38.542515,-109.653403,-109
38.523382,-109.654173,-109
38.531463,-109.656662,-109
38.236558,-109.379202,-109
38.236267,-109.37911,-109
38.232615,-109.377974,-109
37.26153,-109.674013,-109
37.069184,-110.302168,-109
37.055784,-110.312414,-109
37.30069,-109.454439,-109
37.563383,-109.806128,-109
37.563496,-109.806468,-109
37.56361,-109.806808,-109
37.563722,-109.807148,-109
37.563834,-109.807487,-109
37.563946,-109.807825,-109
37.615763,-110.001651,-109
37.615719,-110.001815,-109
37.615668,-110.001974,-109
37.615615,-110.002133,-109
37.615563,-110.002292,-109
37.615511,-110.002448,-109
37.615459,-110.0026,-109
37.615402,-110.002747,-109
37.615336,-110.002884,-109
37.615336,-110.002884,-109
37.599101,-110.014663,-109
37.598168,-110.012433,-109
37.595534,-110.010823,-109
37.59538,-110.010813,-109
37.595227,-110.010802,-109
37.595075,-110.010791,-109
37.594924,-110.010782,-109
37.594774,-110.010773,-109
37.594626,-110.010765,-109
37.594478,-110.010755,-109
37.594333,-110.010747,-109
37.594192,-110.010738,-109
